motif,score,directors,liked_freq
the fact that,0.163,11,10
way,0.162,66,69
back to,0.162,12,12
same time,0.162,7,7
watched,0.162,35,35
minute,0.162,13,12
as they,0.162,12,12
made,0.161,62,67
lose,0.161,4,5
grand,0.161,5,5
in love,0.16,14,14
in way that,0.16,3,3
over and,0.16,3,3
absurd,0.16,3,3
aged,0.16,3,3
craft,0.16,3,3
see how,0.16,3,3
offers,0.159,4,4
the other,0.159,12,13
powerful,0.159,22,16
million,0.159,5,4
like this,0.159,18,17
me in,0.158,7,5
again,0.158,33,33
collection of,0.157,3,2
worlds,0.157,2,2
some of,0.157,23,21
folks,0.157,2,2
the big,0.157,8,6
wrenching,0.157,2,2
attention,0.157,11,8
by their,0.157,3,2
made me feel,0.157,2,2
taken,0.156,10,9
simple,0.155,15,14
make the,0.155,5,4
emotionally,0.155,7,7
most of the,0.155,4,4
the word,0.155,3,3
afraid,0.155,4,3
lived,0.155,9,7
second,0.154,22,22
perhaps,0.154,12,12
moments,0.153,21,20
remember,0.153,12,14
direction,0.153,5,7
physical,0.152,5,6
exploration,0.151,5,4
i've been,0.151,4,4
complete,0.151,8,8
and white,0.151,4,4
was really,0.151,5,4
tear,0.15,3,3
it in,0.15,11,9
more,0.15,73,91
with the,0.15,57,59
with you,0.15,3,3
before the,0.149,6,6
the street,0.149,3,2
five stars,0.149,2,2
flow,0.149,2,2
this time,0.149,6,6
together in,0.149,2,2
framing,0.149,2,2
the long,0.149,2,2
was in,0.149,6,6
than the,0.149,12,10
flat,0.149,2,2
20 years,0.149,3,2
later,0.147,16,16
talk,0.146,14,13
and then,0.146,17,18
issues,0.146,6,6
place,0.146,28,26
let's,0.145,3,3
politics,0.145,5,5
have no,0.145,5,5
the next,0.145,7,7
design,0.145,7,7
many,0.145,43,44
creation,0.145,3,3
the years,0.145,4,3
parts,0.145,12,8
him,0.144,56,54
century,0.144,10,10
their lives,0.144,6,6
what's,0.144,8,6
when they,0.143,8,8
budget,0.143,5,4
students,0.143,4,4
bit of,0.142,7,5
help,0.142,17,16
20th century,0.142,2,2
opportunity to,0.142,3,2
perfect,0.142,23,24
women in,0.142,2,2
spirit,0.141,6,6
the people,0.141,10,10
need,0.141,27,27
we have,0.141,6,6
and not,0.14,9,8
the main,0.138,8,7
similar,0.138,8,6
works,0.138,16,16
it just,0.138,8,8
about this,0.138,13,12
running,0.138,7,7
voice,0.136,11,11
when he,0.136,12,11
always,0.136,44,41
accept,0.135,3,3
youth,0.135,6,5
plays,0.135,9,9
presence,0.135,6,5
put,0.135,27,25
exploration of,0.135,3,3
and half,0.135,3,3
everything about,0.135,2,2
cost,0.135,3,2
learning,0.135,3,3
vhs,0.135,2,2
while also,0.135,2,2
almost,0.133,28,27
in her,0.133,7,7
my favourite,0.133,7,7
it's not,0.133,8,7
starts,0.133,9,9
the future,0.133,6,6
feel like,0.132,12,13
and it's,0.132,8,8
story is,0.132,5,5
sun,0.132,5,5
to create,0.132,6,5
legend,0.131,5,4
best of,0.13,3,3
room,0.13,12,11
moment,0.13,22,21
exploring,0.13,4,3
ben,0.13,3,3
acting,0.13,13,12
find the,0.13,3,3
be more,0.13,3,3
style of,0.128,3,2
gaze,0.128,2,2
drugs,0.128,2,2
gift,0.128,2,2
degree,0.128,3,2
brand,0.128,2,2
alex,0.128,2,2
the road,0.128,2,2
have,0.128,94,107
gets,0.128,19,21
punk,0.128,3,2
that were,0.128,3,2
amidst,0.128,2,2
treatment,0.128,2,2
six,0.127,6,6
tale,0.127,9,11
picture,0.126,9,8
and have,0.126,5,5
compelling,0.126,6,5
start,0.126,16,16
this would,0.125,4,3
visit,0.125,3,3
much,0.124,66,71
robert,0.123,4,4
this year,0.123,4,4
support,0.122,6,5
makes it,0.122,6,5
the lead,0.121,2,2
something so,0.121,3,2
feel,0.121,35,43
aren,0.121,2,2
don't have,0.121,2,2
me want to,0.121,2,2
makes this,0.121,2,2
shot,0.121,23,24
end up,0.12,3,3
just how,0.12,3,3
does,0.12,33,33
on and,0.12,4,3
white,0.12,16,16
to show,0.119,5,4
directors,0.119,6,6
what you,0.119,5,5
knew,0.118,14,11
up to,0.117,13,12
ve ever seen,0.117,6,6
home,0.116,24,23
work and,0.116,4,4
black and,0.116,4,4
charming,0.116,5,5
the war,0.116,5,4
impact,0.116,6,5
troubled,0.115,2,2
the stories,0.115,2,2
scenes,0.115,20,18
takes place,0.115,2,2
this so,0.115,3,3
shooting,0.115,3,3
class,0.115,12,13
september,0.115,2,2
in how,0.115,2,2
the third,0.115,4,3
up with,0.115,7,8
the role,0.115,2,2
little,0.114,43,39
key,0.113,5,5
this is,0.113,70,82
fact that,0.112,11,10
step,0.112,5,4
we see,0.112,4,4
already,0.112,15,14
enjoy,0.111,8,6
waiting,0.11,6,5
shoot,0.11,3,3
shown,0.11,5,5
shots,0.109,9,9
tragedy,0.108,7,7
to call,0.108,2,2
not for,0.108,3,2
arguably,0.108,2,2
other,0.108,43,51
condition,0.108,2,2
it would be,0.108,5,4
august,0.108,2,2
discovered,0.108,2,2
corner,0.108,2,2
rise,0.108,4,4
horrors,0.108,2,2
walking,0.108,5,4
life and,0.107,12,12
touch,0.107,5,5
another,0.107,30,29
same,0.106,35,35
basically,0.106,7,6
getting,0.105,16,16
he had,0.105,3,3
ve seen,0.105,8,7
dreams,0.105,11,10
this for,0.104,5,4
genuine,0.104,5,4
time to,0.103,8,7
can't wait,0.101,3,2
to her,0.101,7,7
initially,0.101,2,2
this will,0.101,2,2
adds,0.101,2,2
has to,0.101,7,7
loss,0.101,6,6
who were,0.101,2,2
church,0.101,3,2
seasons,0.101,2,2
every time,0.101,8,7
an all,0.101,2,2
very well,0.1,3,3
know that,0.1,6,5
apparently,0.1,3,3
way of,0.1,6,5
here is,0.1,6,5
decision,0.1,3,3
friends and,0.1,3,3
theater,0.099,7,7
crying,0.098,10,9
film is,0.097,20,21
with its,0.097,6,5
month,0.097,4,4
street,0.095,7,6
hanging,0.094,2,2
thought it,0.094,3,2
had to,0.094,9,10
thinking,0.094,10,10
fly,0.094,2,2
formal,0.094,2,2
and as,0.094,6,5
nazi,0.094,2,2
back,0.093,41,44
paul,0.093,2,4
which,0.092,59,62
job,0.091,14,13
as you,0.091,3,3
private,0.091,3,3
about it,0.091,11,9
mom,0.091,5,5
hurt,0.091,4,3
breathtaking,0.091,3,3
one of his,0.091,3,3
became,0.09,7,6
be able to,0.089,4,4
across,0.089,14,12
make,0.089,53,53
wanted to,0.089,9,9
the short,0.088,2,2
drinking,0.088,2,2
musician,0.088,3,2
you want,0.088,5,5
from one,0.088,2,2
punch,0.088,2,2
nem,0.088,2,2
ever been,0.088,2,2
he would,0.088,2,2
these two,0.088,2,2
face of,0.086,3,3
sadness,0.086,3,3
crisis,0.086,3,3
everyone,0.086,27,26
which the,0.086,3,3
revolution,0.086,4,3
harrowing,0.086,3,3
american,0.085,17,16
with some,0.085,5,5
ground,0.085,5,4
bring,0.085,9,8
was one,0.085,4,4
club,0.085,4,4
honestly,0.084,11,10
of time,0.083,7,7
given,0.082,11,10
bodies,0.082,4,4
journey,0.082,14,15
constantly,0.082,5,5
in new york,0.081,2,2
so glad,0.081,2,2
the entire,0.081,12,11
was on,0.081,3,3
was born,0.081,2,2
say about,0.081,2,2
beyond the,0.081,3,2
to them,0.081,3,3
memorable,0.081,2,2
still,0.08,50,50
way that,0.08,6,6
extremely,0.079,9,8
is just,0.079,13,12
director,0.079,27,31
exists,0.079,5,5
of all,0.079,21,22
out there,0.078,4,4
specific,0.078,5,4
it makes,0.078,4,4
space,0.078,11,11
people and,0.078,4,4
be able,0.078,4,4
loud,0.077,4,3
although,0.077,7,8
to come,0.077,6,6
better,0.075,35,32
natural,0.075,6,6
ending,0.075,16,13
dad,0.075,5,6
be seen,0.074,3,2
stopped,0.074,2,2
plans,0.074,3,2
to do with,0.074,2,2
against the,0.074,7,7
prove,0.074,2,2
sweet,0.074,7,7
the way it,0.074,2,2
but was,0.074,3,2
to follow,0.074,3,2
music and,0.073,7,5
these,0.073,53,46
power,0.072,17,17
over,0.072,49,48
known,0.071,13,11
for her,0.07,6,5
between,0.07,38,38
only,0.07,64,70
love you,0.069,6,6
political,0.069,12,11
arms,0.068,2,2
him the,0.068,2,2
is literally,0.068,3,2
heart and,0.068,2,2
me want,0.068,2,2
would've,0.068,2,2
charm,0.068,2,2
bits,0.068,2,2
which he,0.068,2,2
drink,0.068,2,2
and now,0.067,5,4
along,0.067,15,14
interest,0.067,4,4
cinema,0.067,45,41
otherwise,0.067,6,4
the best,0.067,44,44
play,0.067,17,17
young woman,0.067,3,3
like that,0.067,6,6
upon,0.066,12,11
changed,0.065,7,7
and to,0.064,6,6
now,0.064,56,49
name,0.063,11,13
used to,0.063,8,7
collection,0.063,5,4
personal,0.063,18,16
so that,0.063,4,4
made by,0.062,3,3
she has,0.062,3,3
written,0.061,12,10
me with,0.061,2,2
first film,0.061,3,2
of one,0.061,6,5
fair,0.061,2,2
the same,0.061,31,31
me that,0.06,4,4
theme,0.06,4,4
slowly,0.059,6,6
please,0.058,10,10
to end,0.058,3,3
keep,0.057,15,14
see the,0.057,9,8
real life,0.056,5,4
love,0.056,72,85
ancient,0.055,2,2
constructed,0.055,2,2
slice,0.055,2,2
the best of,0.055,2,2
will always be,0.055,2,2
fights,0.055,2,2
provides,0.055,2,2
spent,0.054,6,6
drawn,0.053,3,3
hear,0.053,9,9
look like,0.053,3,3
fellow,0.053,3,3
he can,0.053,4,3
notes,0.053,3,3
act,0.053,11,11
out of,0.052,30,31
dancing,0.052,4,4
this to,0.052,6,6
the point,0.052,7,5
is more,0.052,7,5
building,0.052,5,5
old,0.051,35,34
at least,0.05,12,11
finish,0.049,4,4
all the,0.049,35,32
doctor,0.049,3,3
tension,0.049,6,5
his work,0.049,4,3
piece,0.049,19,17
just want,0.048,2,2
literally,0.048,18,17
winter,0.048,2,2
glass,0.048,2,2
scary,0.048,2,2
adventures,0.048,2,2
day,0.048,39,38
take the,0.048,2,2
by the end,0.048,3,2
thought,0.047,24,21
immediately,0.047,6,6
ve been,0.046,5,5
married,0.045,4,4
half,0.045,18,15
seemed,0.044,4,3
filmmakers,0.044,5,6
always be,0.044,4,3
you are,0.044,14,10
added,0.044,3,3
from the,0.043,41,48
use of,0.043,7,7
without,0.043,25,27
wouldn,0.042,2,2
it does,0.042,4,4
spends,0.042,2,2
the united states,0.042,2,2
that has,0.042,6,6
official,0.042,3,2
some of the,0.041,13,12
work,0.04,41,43
turned,0.04,8,8
drama the,0.039,3,3
since the,0.039,3,3
military,0.039,3,3
act of,0.039,3,3
for one,0.039,3,3
broke,0.039,3,3
the very,0.039,7,7
would have,0.038,9,8
game,0.038,9,8
watch the,0.038,3,4
black,0.038,18,16
sense,0.037,19,19
rule,0.036,3,2
the start,0.036,2,2
secrets,0.036,2,2
day and,0.036,2,2
pulled,0.036,3,2
of one of,0.036,3,2
incredibly,0.036,14,11
chemistry,0.036,3,2
kids,0.036,10,9
maybe the,0.035,3,3
and it was,0.035,4,3
strength,0.035,3,3
70s,0.035,3,3
becoming,0.034,6,5
content,0.034,5,4
based on,0.034,8,9
that we,0.034,6,6
talk about,0.034,6,6
justice,0.034,6,5
having,0.033,20,20
create,0.032,8,8
effect,0.031,6,4
be one,0.031,6,4
laughing,0.03,3,3
once,0.03,27,24
most important,0.03,3,3
tired,0.03,3,3
to talk,0.03,3,3
been,0.03,57,55
form,0.03,16,14
there are,0.029,14,14
to let,0.029,2,2
cult,0.029,2,2
after his,0.029,2,2
dies,0.029,2,2
must watch,0.029,2,2
might,0.028,22,19
is the best,0.028,5,5
to his,0.027,13,11
the day,0.027,7,6
who have,0.026,3,3
families,0.026,3,3
the late,0.026,3,3
able,0.026,13,13
love the,0.025,7,8
reminded,0.024,4,4
me feel,0.024,4,4
especially the,0.023,2,2
and one,0.023,5,5
dear,0.023,3,2
revealing,0.023,2,2
hope,0.023,18,16
way he,0.023,2,2
clips,0.023,2,2
food,0.02,4,4
gives,0.02,12,10
videos,0.02,4,4
marriage,0.02,3,4
the time,0.018,14,13
put on,0.017,2,2
chance,0.017,9,7
cute,0.017,5,5
grateful,0.017,2,2
dinner,0.017,2,2
throughout the,0.017,4,4
the production,0.017,2,2
to meet,0.017,2,2
situations,0.017,2,2
tells,0.015,9,8
hold,0.015,6,6
reason,0.014,11,10
ele,0.013,4,4
impressive,0.013,7,7
but not,0.013,4,4
directed by,0.013,7,7
is probably,0.012,4,3
before,0.012,40,39
indeed,0.012,3,3
slightly,0.012,3,3
loved,0.012,23,22
and of,0.012,3,3
with him,0.012,3,3
exactly what,0.011,2,2
leader,0.011,2,2
dealing with,0.011,3,2
to what,0.011,2,2
love it,0.011,5,5
increasingly,0.011,2,2
confront,0.011,2,2
and make,0.011,2,2
it's also,0.011,2,2
shot in,0.011,2,2
hidden,0.01,5,4
emotional,0.01,15,16
the end,0.009,21,19
out the,0.009,8,7
on the,0.009,64,64
be an,0.008,4,3
think the,0.008,4,3
adaptation,0.006,6,4
star,0.006,13,13
the history of,0.006,4,4
came to,0.004,2,2
it was the,0.004,2,2
the fact,0.004,11,10
media,0.004,7,7
film by,0.004,2,2
so long,0.004,2,2
is there,0.004,2,2
dry,0.004,3,2
the actual,0.004,2,2
germany,0.004,2,2
issue,0.004,3,2
for being,0.004,3,2
and most,0.003,4,4
loneliness,0.003,3,3
directly,0.003,4,3
seen this,0.003,4,4
will always,0.003,4,4
italian,0.003,2,3
among,0.002,9,8
how much,0.002,11,9
couple,0.002,10,10
to work,-0.0,3,4
realize,0.0,5,6
third,0.0,8,7
release,-0.001,7,8
you have,-0.001,9,9
made it,-0.001,3,3
real,-0.001,36,34
this is what,-0.001,3,3
last,-0.001,31,31
easy to,-0.001,4,3
meeting,-0.001,3,3
despair,-0.002,2,2
extended,-0.002,2,2
favor,-0.002,3,2
the last,-0.003,17,16
towards the,-0.005,3,3
but still,-0.007,4,4
depicts,-0.008,2,2
inspired by,-0.008,2,2
of those,-0.008,10,9
following the,-0.008,2,2
mixed,-0.008,2,2
rhythm,-0.008,2,2
anti,-0.009,6,5
her life,-0.01,3,3
for this,-0.01,13,12
so many,-0.01,13,12
that will,-0.011,6,5
rewatch,-0.011,5,5
share,-0.011,5,5
main,-0.011,11,10
season,-0.012,7,6
seems,-0.013,17,16
the true,-0.014,3,3
but think,-0.014,2,2
explore,-0.014,3,3
as this,-0.014,3,3
forces,-0.014,4,4
value,-0.014,3,3
high school,-0.014,6,5
would ve,-0.014,2,2
pick,-0.014,3,3
all time,-0.015,13,14
nature,-0.015,11,12
new,-0.017,44,44
recent,-0.017,4,4
from his,-0.017,6,6
watched the,-0.018,3,3
cuts,-0.018,4,3
you feel,-0.018,3,3
rural,-0.018,4,3
and if,-0.018,3,3
done,-0.018,16,15
we re,-0.018,3,3
few,-0.019,25,22
best thing,-0.02,2,2
so this,-0.02,2,2
christ,-0.02,2,2
the hell,-0.02,2,2
part,-0.02,32,30
decided,-0.022,6,5
melodrama,-0.023,3,3
very good,-0.023,4,3
hours of,-0.023,4,3
beautiful,-0.023,40,38
study,-0.024,4,4
if it,-0.024,8,7
for the,-0.025,56,54
wish,-0.025,15,14
visuals,-0.025,6,5
as if,-0.026,7,6
joe,-0.026,2,2
child,-0.026,10,10
comedy animation,-0.026,2,2
tho,-0.026,2,2
voices,-0.026,4,2
the greatest,-0.026,15,15
you have to,-0.026,2,2
seeing the,-0.026,2,2
rating,-0.027,4,3
bed,-0.027,3,3
held,-0.028,4,4
get to,-0.028,7,6
wanted,-0.028,13,12
to my,-0.029,11,9
let,-0.029,17,16
level,-0.029,10,10
so much,-0.029,30,27
watch this,-0.03,13,14
meaning,-0.031,7,6
length,-0.031,6,5
able to,-0.031,12,12
around the,-0.031,8,8
joke,-0.031,5,4
through,-0.031,58,54
largely,-0.032,2,2
evening,-0.032,3,2
has an,-0.032,2,2
conversations,-0.032,2,2
along the way,-0.032,2,2
the most important,-0.032,2,2
brilliantly,-0.032,4,2
it would,-0.033,9,7
even more,-0.033,7,6
of people,-0.033,7,6
non,-0.034,9,8
film with,-0.034,4,4
central,-0.034,4,4
birth,-0.035,3,3
as we,-0.035,3,3
fast,-0.037,5,4
well,-0.037,42,45
back to the,-0.038,2,2
it's all,-0.038,2,2
give it,-0.038,2,2
gentle,-0.038,2,2
and one of,-0.038,2,2
tree,-0.038,2,2
showing,-0.04,7,6
truly,-0.04,22,21
state,-0.04,8,8
start to,-0.04,3,3
following,-0.041,8,7
interesting,-0.041,16,13
episode,-0.042,11,11
happens,-0.043,8,7
dynamic,-0.044,2,2
though the,-0.044,2,2
it not,-0.044,5,4
was very,-0.044,4,3
even when,-0.044,2,2
small town,-0.044,2,2
terms,-0.044,5,5
about the,-0.045,29,28
special,-0.045,18,16
that you,-0.045,8,8
this and,-0.045,10,9
of all time,-0.046,10,11
worth,-0.047,10,9
could be,-0.047,7,5
hot,-0.047,9,8
spectacular,-0.048,4,3
nor,-0.048,3,3
tragic,-0.049,8,6
of the film,-0.05,9,8
the cinema,-0.05,2,2
packed,-0.05,2,2
the united,-0.05,2,2
freedom,-0.051,4,4
come,-0.051,25,26
history of,-0.051,6,6
that would,-0.051,5,4
here,-0.051,48,48
knowledge,-0.052,3,3
opportunity,-0.052,4,3
on it,-0.052,3,3
is one of,-0.052,14,14
explain,-0.052,3,3
an incredible,-0.052,3,3
because it,-0.053,8,7
everywhere,-0.055,2,2
while watching,-0.055,3,2
religion,-0.055,2,2
cutting,-0.055,2,2
don't think,-0.056,4,3
you and,-0.056,3,3
kinda,-0.056,7,6
such as,-0.057,4,4
don,-0.057,24,23
actor,-0.057,8,8
front,-0.059,7,7
is such,-0.06,4,4
mother,-0.06,13,13
not in,-0.061,2,2
of the first,-0.061,3,2
the old,-0.061,3,3
and with,-0.061,3,3
van,-0.061,2,2
keeps,-0.063,5,5
look at,-0.064,10,10
of its,-0.065,14,11
grown,-0.067,2,2
began,-0.067,2,2
in cinema,-0.067,2,2
books,-0.067,2,2
abstract,-0.067,2,2
river,-0.067,2,2
how they,-0.067,3,4
to the,-0.068,66,70
all of,-0.069,19,16
years,-0.069,47,42
view,-0.069,8,6
peace,-0.07,4,4
to be the,-0.07,4,4
that the,-0.072,21,22
up and,-0.072,6,6
very,-0.072,51,54
message,-0.073,4,4
eight,-0.073,3,2
want to be,-0.073,2,2
after the,-0.073,10,9
the world,-0.074,29,29
expect,-0.076,5,5
role,-0.076,6,7
places,-0.076,5,5
such,-0.077,37,39
full,-0.077,22,21
note,-0.077,3,3
with such,-0.077,3,3
united states,-0.078,2,2
momento,-0.078,3,2
making of,-0.078,2,2
one of,-0.078,61,69
tradition,-0.078,3,2
can wait,-0.078,3,2
number of,-0.078,2,2
an artist,-0.078,3,2
have to,-0.079,15,14
possible,-0.08,10,8
the music,-0.08,7,7
heart,-0.08,23,22
has been,-0.081,13,11
allowed,-0.081,3,3
one of the,-0.081,46,48
and still,-0.081,4,3
film it,-0.081,3,3
student,-0.081,7,6
finished,-0.083,5,4
of all the,-0.084,2,2
then the,-0.084,2,2
lights,-0.084,3,2
looking for,-0.085,4,3
energy,-0.085,6,6
he has,-0.085,6,6
path,-0.085,4,3
the most beautiful,-0.085,4,3
of that,-0.086,9,7
the only,-0.086,16,15
for all,-0.086,4,4
kid,-0.086,8,7
editing,-0.088,8,8
one of those,-0.089,5,4
historical,-0.089,4,5
earlier,-0.089,3,3
here the,-0.09,2,2
best,-0.09,61,60
allows,-0.09,2,2
feel the,-0.09,2,2
two of,-0.09,2,2
odd,-0.09,2,2
for the first,-0.092,5,5
to make,-0.092,22,20
particularly,-0.092,5,5
nice,-0.092,10,9
film festival,-0.093,3,3
decide,-0.093,3,3
storytelling,-0.094,7,5
anyone,-0.094,12,11
during,-0.094,27,26
screenplay,-0.095,2,2
with them,-0.095,2,2
managed to,-0.095,2,2
highlights,-0.095,3,2
tribute,-0.095,2,2
went to,-0.095,2,2
ways,-0.096,10,10
him to,-0.097,5,5
the one,-0.097,8,7
in which,-0.098,12,9
had the,-0.099,5,4
along the,-0.101,3,3
it was,-0.101,37,35
cinema and,-0.101,2,2
of her,-0.101,10,11
means to,-0.101,2,2
this series,-0.101,5,3
close,-0.103,12,11
relevant,-0.106,3,2
offer,-0.106,2,2
hilarious,-0.107,5,5
apart,-0.107,5,5
age,-0.107,11,10
to their,-0.107,7,5
the power,-0.108,4,4
better than,-0.109,7,7
meant,-0.111,5,4
source,-0.112,2,2
20th,-0.112,2,2
never been,-0.112,2,2
the new,-0.112,6,5
characters are,-0.112,2,2
everything,-0.113,31,30
he was,-0.113,8,10
great,-0.113,51,45
experimental,-0.114,5,4
between the,-0.114,9,8
experience,-0.114,22,22
win,-0.114,6,4
at the,-0.115,48,51
and all,-0.116,7,6
the director,-0.116,7,7
you want to,-0.117,2,2
to escape,-0.117,2,2
hopes,-0.117,2,2
see it,-0.117,5,4
in all,-0.117,7,5
importance,-0.117,2,2
wonderfully,-0.117,3,2
hearing,-0.117,3,3
twice,-0.117,2,2
thoughts,-0.117,7,5
most of,-0.117,8,8
especially,-0.117,14,15
favorite,-0.117,21,20
life of,-0.118,7,6
couldn,-0.12,5,4
surprise,-0.121,3,3
shame,-0.121,5,3
look,-0.121,24,26
as an,-0.122,12,9
of the world,-0.123,4,4
entry,-0.123,2,2
quem,-0.123,2,2
thank you,-0.124,6,6
whatever,-0.125,7,5
that are,-0.125,5,5
decade,-0.126,4,4
since,-0.127,21,19
matter,-0.128,10,10
included,-0.128,2,2
the character,-0.128,3,2
environment,-0.128,2,2
banger,-0.128,2,2
absolutely,-0.129,19,19
post,-0.129,8,7
western,-0.13,7,5
forget,-0.132,5,5
course,-0.132,12,12
cannot,-0.132,9,8
overall,-0.132,6,5
it seems,-0.133,3,3
one of my,-0.135,8,9
watch,-0.136,44,51
the night,-0.136,3,3
it really,-0.138,4,4
if you're,-0.139,2,2
melancholy,-0.139,2,2
something like,-0.139,2,2
treat,-0.139,2,2
sam,-0.139,2,2
this shit,-0.139,2,2
the films,-0.139,2,2
have never,-0.139,2,2
break,-0.139,7,6
was the,-0.141,14,13
greatest,-0.142,17,18
due,-0.143,7,6
town,-0.143,9,8
is absolutely,-0.144,2,2
battle,-0.144,5,4
are in,-0.144,2,2
on their,-0.144,4,4
speaks,-0.144,2,2
that makes,-0.144,4,4
this was,-0.145,27,24
stand,-0.146,7,7
hits,-0.147,5,5
of art,-0.147,5,4
people are,-0.148,3,3
starring,-0.149,2,2
short films,-0.149,2,2
so hard,-0.149,2,2
other than,-0.149,2,2
who has,-0.15,5,5
funny,-0.15,16,14
tom,-0.152,3,3
former,-0.152,5,5
wait to,-0.152,3,3
film but,-0.155,4,3
come to,-0.155,5,5
stay,-0.155,5,5
say that,-0.157,6,5
together,-0.157,22,21
reminder,-0.16,2,2
was great,-0.16,2,2
inspired,-0.162,5,5
they re,-0.162,4,4
was not,-0.163,3,3
the perfect,-0.163,3,3
be in,-0.163,3,3
i've seen,-0.164,8,7
desse,-0.165,3,2
this with,-0.165,2,2
roles,-0.165,2,2
an amazing,-0.167,4,3
build,-0.167,3,3
under,-0.167,13,12
many of,-0.168,3,4
the history,-0.168,4,4
situation,-0.168,4,4
to give,-0.169,6,5
ups,-0.17,2,2
her to,-0.17,2,2
is the only,-0.17,2,2
about to,-0.17,3,3
known as,-0.17,2,2
blind,-0.17,2,2
directed,-0.171,10,10
period,-0.172,6,6
full of,-0.172,9,8
creative,-0.172,7,6
night,-0.173,16,17
history,-0.174,23,24
do with,-0.176,2,2
time it,-0.176,2,2
them in,-0.176,2,2
fashion,-0.176,2,2
conversation,-0.178,3,3
what they,-0.18,5,4
into his,-0.181,2,2
the little,-0.181,2,2
